,Reward Metric Values,Reward metric
0,0.08494517752504935,pearson correlation
1,0.09546381680979632,pearson correlation
2,0.09366083413184849,pearson correlation
3,0.11133907558968283,pearson correlation
4,0.08323692760839277,pearson correlation
5,0.09362668630380633,pearson correlation
6,0.09949500431393284,pearson correlation
7,0.09049479962227369,pearson correlation
8,0.0928736996357089,pearson correlation
9,0.08437987766648354,pearson correlation
10,0.07808452039907256,pearson correlation
11,0.08354230870733169,pearson correlation
12,0.08420352079369936,pearson correlation
13,0.06992911949627219,pearson correlation
14,0.0976627474220146,pearson correlation
15,0.1072641575338035,pearson correlation
16,0.11498847095825548,pearson correlation
17,0.10010179231167746,pearson correlation
18,0.08379952379473646,pearson correlation
19,0.07957350865152675,pearson correlation
20,0.07257395905803761,pearson correlation
21,0.07767231052414265,pearson correlation
22,0.08833640531302035,pearson correlation
23,0.11407963172385949,pearson correlation
24,0.09052139783624857,pearson correlation
25,0.08709480327136405,pearson correlation
26,0.08676592040998525,pearson correlation
27,0.08573466456435931,pearson correlation
28,0.08769307793849476,pearson correlation
29,0.0833678734453767,pearson correlation
30,0.09824581148283246,pearson correlation
31,0.09220029054174725,pearson correlation
32,0.06217463867245673,pearson correlation
33,0.07337124919611969,pearson correlation
34,0.09780498262074473,pearson correlation
35,0.08849023272709118,pearson correlation
36,0.08646646323335734,pearson correlation
37,0.08144920491607108,pearson correlation
38,0.08102008803287684,pearson correlation
39,0.10542978685489554,pearson correlation
40,0.09882191608229453,pearson correlation
41,0.10508352590834237,pearson correlation
42,0.08004363316530046,pearson correlation
43,0.09193071567125792,pearson correlation
44,0.07749249146934578,pearson correlation
45,0.09015961562368315,pearson correlation
46,0.07979641316412225,pearson correlation
47,0.07640968362091745,pearson correlation
48,0.08834539408696591,pearson correlation
49,0.09462141591906963,pearson correlation
50,0.08272450956448299,mutual information
51,0.07606043711700156,mutual information
52,0.08064926454696757,mutual information
53,0.06552118280754522,mutual information
54,0.0736189501953706,mutual information
55,0.07365918685379251,mutual information
56,0.08137211619749997,mutual information
57,0.08400981189576172,mutual information
58,0.11206411403986444,mutual information
59,0.08459854789703228,mutual information
60,0.07973687559583498,mutual information
61,0.08784079296292305,mutual information
62,0.07941332420173061,mutual information
63,0.07753820283329504,mutual information
64,0.08786125420892087,mutual information
65,0.0800004900617479,mutual information
66,0.08679461930440165,mutual information
67,0.08189736178452064,mutual information
68,0.06866095726756115,mutual information
69,0.06890295872345926,mutual information
70,0.08209317352741094,mutual information
71,0.07634512156112278,mutual information
72,0.08602769489608314,mutual information
73,0.08099461363980245,mutual information
74,0.08743447296946026,mutual information
75,0.09182774328835748,mutual information
76,0.08500932559693233,mutual information
77,0.08802001021175877,mutual information
78,0.0737144390620369,mutual information
79,0.07109493447636331,mutual information
80,0.0798772793722448,mutual information
81,0.07615477637265801,mutual information
82,0.07168142164363575,mutual information
83,0.0940406412228351,mutual information
84,0.0754760586578757,mutual information
85,0.08844206389436879,mutual information
86,0.0779925719134741,mutual information
87,0.09124121642025047,mutual information
88,0.06473056964257141,mutual information
89,0.07796033709956321,mutual information
90,0.07868382974656671,mutual information
91,0.07178032679568623,mutual information
92,0.0636745893285368,mutual information
93,0.07088416324961944,mutual information
94,0.07187079480296588,mutual information
95,0.0842893633155315,mutual information
96,0.0825381396910249,mutual information
97,0.08189917483901765,mutual information
98,0.06675584730870333,mutual information
99,0.09421789015420705,mutual information
